pokedex_number,name,japanese_name,type1,type2,abilities,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classfication,generation,is_legendary,experience_growth,capture_rate,base_egg_steps,base_happiness,height_m,percentage_male,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
298,Azurill,Ruririルリリ,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",50,20,40,20,40,20,190,Polka Dot Pokémon,3,0,800000,150,2560,70,0.2,24.6,2,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
299,Nosepass,Nosepassノズパス,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",30,45,135,45,90,30,375,Compass Pokémon,3,0,1000000,255,5120,70,1,50,97,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
300,Skitty,Enecoエネコ,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",50,45,45,35,35,50,260,Kitten Pokémon,3,0,800000,255,3840,70,0.6,24.6,11,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
301,Delcatty,Enekororoエネコロロ,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",70,65,65,55,55,90,400,Prim Pokémon,3,0,800000,60,3840,70,1.1,24.6,32.6,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
302,Sableye,Yamiramiヤミラミ,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",50,85,125,85,115,20,480,Darkness Pokémon,3,0,1059860,45,6400,35,0.5,50,11,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
303,Mawile,Kucheatクチート,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,105,125,55,95,50,480,Deceiver Pokémon,3,0,800000,45,5120,70,0.6,50,11.5,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
304,Aron,Cokodoraココドラ,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",50,70,100,40,40,30,330,Iron Armor Pokémon,3,0,1250000,180,8960,35,0.4,50,60,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
305,Lairon,Kodoraコドラ,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",60,90,140,50,50,40,430,Iron Armor Pokémon,3,0,1250000,90,8960,35,0.9,50,120,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
306,Aggron,Bossgodoraボスゴドラ,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",70,140,230,60,80,50,630,Iron Armor Pokémon,3,0,1250000,45,8960,35,2.1,50,360,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
307,Meditite,Asananアサナン,fighting,psychic,"['Pure Power', 'Telepathy']",30,40,55,40,55,60,280,Meditate Pokémon,3,0,1000000,180,5120,70,0.6,50,11.2,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
308,Medicham,Charemチャーレム,fighting,psychic,"['Pure Power', 'Telepathy']",60,100,85,80,85,100,510,Meditate Pokémon,3,0,1000000,90,5120,70,1.3,50,31.5,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
309,Electrike,Rakuraiラクライ,electric,,"['Static', 'Lightningrod', 'Minus']",40,45,40,65,40,65,295,Lightning Pokémon,3,0,1250000,120,5120,70,0.6,50,15.2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
310,Manectric,Livoltライボルト,electric,,"['Static', 'Lightningrod', 'Minus']",70,75,80,135,80,135,575,Discharge Pokémon,3,0,1250000,45,5120,70,1.5,50,40.2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
311,Plusle,Prasleプラスル,electric,,"['Plus', 'Lightningrod']",60,50,40,85,75,95,405,Cheering Pokémon,3,0,1000000,200,5120,70,0.4,50,4.2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
312,Minun,Minunマイナン,electric,,"['Minus', 'Volt Absorb']",60,40,50,75,85,95,405,Cheering Pokémon,3,0,1000000,200,5120,70,0.4,50,4.2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
313,Volbeat,Barubeatバルビート,bug,,"['Illuminate', 'Swarm', 'Prankster']",65,73,75,47,85,85,430,Firefly Pokémon,3,0,600000,150,3840,70,0.7,100,17.7,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
314,Illumise,Illumiseイルミーゼ,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",65,47,75,73,85,85,430,Firefly Pokémon,3,0,1640000,150,3840,70,0.6,0,17.7,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
315,Roselia,Roseliaロゼリア,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50,60,45,100,80,65,400,Thorn Pokémon,3,0,1059860,150,5120,70,0.3,50,2,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
316,Gulpin,Gokulinゴクリン,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",70,43,53,43,53,40,302,Stomach Pokémon,3,0,1640000,225,5120,70,0.4,50,10.3,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
317,Swalot,Marunoomマルノーム,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",100,73,83,73,83,55,467,Poison Bag Pokémon,3,0,1640000,75,5120,70,1.7,50,80,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
318,Carvanha,Kibanhaキバニア,water,dark,"['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,305,Savage Pokémon,3,0,1250000,225,5120,35,0.8,50,20.8,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
319,Sharpedo,Samehaderサメハダー,water,dark,"['Rough Skin', 'Speed Boost']",70,140,70,110,65,105,560,Brutal Pokémon,3,0,1250000,60,5120,35,1.8,50,88.8,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
320,Wailmer,Hoerukoホエルコ,water,,"['Water Veil', 'Oblivious', 'Pressure']",130,70,35,70,35,60,400,Ball Whale Pokémon,3,0,1640000,125,10240,70,2,50,130,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
321,Wailord,Whalohホエルオー,water,,"['Water Veil', 'Oblivious', 'Pressure']",170,90,45,90,45,60,500,Float Whale Pokémon,3,0,1640000,60,10240,70,14.5,50,398,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
322,Numel,Donmelドンメル,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",60,60,40,65,45,35,305,Numb Pokémon,3,0,1000000,255,5120,70,0.7,50,24,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
323,Camerupt,Bakuudaバクーダ,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",70,120,100,145,105,20,560,Eruption Pokémon,3,0,1000000,150,5120,70,1.9,50,220,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
324,Torkoal,Cotoiseコータス,fire,,"['White Smoke', 'Drought', 'Shell Armor']",70,85,140,85,70,20,470,Coal Pokémon,3,0,1000000,90,5120,70,0.5,50,80.4,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
325,Spoink,Banebooバネブー,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",60,25,35,70,80,60,330,Bounce Pokémon,3,0,800000,255,5120,70,0.7,50,30.6,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
326,Grumpig,Boopigブーピッグ,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",80,45,65,90,110,80,470,Manipulate Pokémon,3,0,800000,60,5120,70,0.9,50,71.5,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
327,Spinda,Patcheelパッチール,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,60,60,60,60,60,360,Spot Panda Pokémon,3,0,800000,255,3840,70,1.1,50,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
328,Trapinch,Nuckrarナックラー,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",45,100,45,45,45,10,290,Ant Pit Pokémon,3,0,1059860,255,5120,70,0.7,50,15,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
329,Vibrava,Vibravaビブラーバ,ground,dragon,['Levitate'],50,70,50,50,50,70,340,Vibration Pokémon,3,0,1059860,120,5120,70,1.1,50,15.3,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
330,Flygon,Flygonフライゴン,ground,dragon,['Levitate'],80,100,80,80,80,100,520,Mystic Pokémon,3,0,1059860,45,5120,70,2,50,82,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
331,Cacnea,Saboneaサボネア,grass,,"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,335,Cactus Pokémon,3,0,1059860,190,5120,35,0.4,50,51.3,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
332,Cacturne,Noctusノクタス,grass,dark,"['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,475,Scarecrow Pokémon,3,0,1059860,60,5120,35,1.3,50,77.4,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
333,Swablu,Tylttoチルット,normal,flying,"['Natural Cure', 'Cloud Nine']",45,40,60,40,75,50,310,Cotton Bird Pokémon,3,0,600000,255,5120,70,0.4,50,1.2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
334,Altaria,Tyltalisチルタリス,dragon,flying,"['Natural Cure', 'Cloud Nine']",75,110,110,110,105,80,590,Humming Pokémon,3,0,600000,45,5120,70,1.1,50,20.6,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
335,Zangoose,Zangooseザングース,normal,,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,458,Cat Ferret Pokémon,3,0,600000,90,5120,70,1.3,50,40.3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
336,Seviper,Habunakeハブネーク,poison,,"['Shed Skin', 'Infiltrator']",73,100,60,100,60,65,458,Fang Snake Pokémon,3,0,1640000,90,5120,70,2.7,50,52.5,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
337,Lunatone,Lunatoneルナトーン,rock,psychic,['Levitate'],90,55,65,95,85,70,460,Meteorite Pokémon,3,0,800000,45,6400,70,1,,168,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
338,Solrock,Solrockソルロック,rock,psychic,['Levitate'],90,95,85,55,65,70,460,Meteorite Pokémon,3,0,800000,45,6400,70,1.2,,154,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
339,Barboach,Dojoachドジョッチ,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",50,48,43,46,41,60,288,Whiskers Pokémon,3,0,1000000,190,5120,70,0.4,50,1.9,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
340,Whiscash,Namazunナマズン,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",110,78,73,76,71,60,468,Whiskers Pokémon,3,0,1000000,75,5120,70,0.9,50,23.6,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
341,Corphish,Heiganiヘイガニ,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",43,80,65,50,35,35,308,Ruffian Pokémon,3,0,1640000,205,3840,70,0.6,50,11.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
342,Crawdaunt,Shizarigerシザリガー,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",63,120,85,90,55,55,468,Rogue Pokémon,3,0,1640000,155,3840,70,1.1,50,32.8,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
343,Baltoy,Yajilonヤジロン,ground,psychic,['Levitate'],40,40,55,40,70,55,300,Clay Doll Pokémon,3,0,1000000,255,5120,70,0.5,,21.5,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
344,Claydol,Nendollネンドール,ground,psychic,['Levitate'],60,70,105,70,120,75,500,Clay Doll Pokémon,3,0,1000000,90,5120,70,1.5,,108,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
345,Lileep,Lilylaリリーラ,rock,grass,"['Suction Cups', 'Storm Drain']",66,41,77,61,87,23,355,Sea Lily Pokémon,3,0,600000,45,7680,70,1,88.1,23.8,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
346,Cradily,Yuradleユレイドル,rock,grass,"['Suction Cups', 'Storm Drain']",86,81,97,81,107,43,495,Barnacle Pokémon,3,0,600000,45,7680,70,1.5,88.1,60.4,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
347,Anorith,Anopthアノプス,rock,bug,"['Battle Armor', 'Swift Swim']",45,95,50,40,50,75,355,Old Shrimp Pokémon,3,0,600000,45,7680,70,0.7,88.1,12.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
348,Armaldo,Armaldoアーマルド,rock,bug,"['Battle Armor', 'Swift Swim']",75,125,100,70,80,45,495,Plate Pokémon,3,0,600000,45,7680,70,1.5,88.1,68.2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
349,Feebas,Hinbassヒンバス,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",20,15,20,10,55,80,200,Fish Pokémon,3,0,600000,255,5120,70,0.6,50,7.4,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
350,Milotic,Milokarossミロカロス,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",95,60,79,100,125,81,540,Tender Pokémon,3,0,600000,60,5120,70,6.2,50,162,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
351,Castform,Powalenポワルン,normal,,['Forecast'],70,70,70,70,70,70,420,Weather Pokémon,3,0,1000000,45,6400,70,0.3,50,0.8,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
352,Kecleon,Kakureonカクレオン,normal,,"['Color Change', 'Protean']",60,90,70,60,120,40,440,Color Swap Pokémon,3,0,1059860,200,5120,70,1,50,22,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
353,Shuppet,Kagebouzuカゲボウズ,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",44,75,35,63,33,45,295,Puppet Pokémon,3,0,800000,225,6400,35,0.6,50,2.3,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
354,Banette,Juppetaジュペッタ,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",64,165,75,93,83,75,555,Marionette Pokémon,3,0,800000,45,6400,35,1.1,50,12.5,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
355,Duskull,Yomawaruヨマワル,ghost,,"['Levitate', 'Frisk']",20,40,90,30,90,25,295,Requiem Pokémon,3,0,800000,190,6400,35,0.8,50,15,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
356,Dusclops,Samayouruサマヨール,ghost,,"['Pressure', 'Frisk']",40,70,130,60,130,25,455,Beckon Pokémon,3,0,800000,90,6400,35,1.6,50,30.6,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
357,Tropius,Tropiusトロピウス,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",99,68,83,72,87,51,460,Fruit Pokémon,3,0,1250000,200,6400,70,2,50,100,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
358,Chimecho,Chireanチリーン,psychic,,['Levitate'],75,50,80,95,90,65,455,Wind Chime Pokémon,3,0,800000,45,6400,70,0.6,50,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
359,Absol,Absolアブソル,dark,,"['Pressure', 'Super Luck', 'Justified']",65,150,60,115,60,115,565,Disaster Pokémon,3,0,1059860,30,6400,35,1.2,50,47,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
360,Wynaut,Sohnanoソーナノ,psychic,,"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,260,Bright Pokémon,3,0,1000000,125,5120,70,0.6,50,14,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
361,Snorunt,Yukiwarashiユキワラシ,ice,,"['Inner Focus', 'Ice Body', 'Moody']",50,50,50,50,50,50,300,Snow Hat Pokémon,3,0,1000000,190,5120,70,0.7,50,16.8,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
362,Glalie,Onigohriオニゴーリ,ice,,"['Inner Focus', 'Ice Body', 'Moody']",80,120,80,120,80,100,580,Face Pokémon,3,0,1000000,75,5120,70,1.5,50,256.5,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
363,Spheal,Tamazarashiタマザラシ,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",70,40,50,55,50,25,290,Clap Pokémon,3,0,1059860,255,5120,70,0.8,50,39.5,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
364,Sealeo,Todogglerトドグラー,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",90,60,70,75,70,45,410,Ball Roll Pokémon,3,0,1059860,120,5120,70,1.1,50,87.6,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
365,Walrein,Todoserugaトドゼルガ,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",110,80,90,95,90,65,530,Ice Break Pokémon,3,0,1059860,45,5120,70,1.4,50,150.6,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
366,Clamperl,Pearluluパールル,water,,"['Shell Armor', 'Rattled']",35,64,85,74,55,32,345,Bivalve Pokémon,3,0,600000,255,5120,70,0.4,50,52.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
367,Huntail,Huntailハンテール,water,,"['Swift Swim', 'Water Veil']",55,104,105,94,75,52,485,Deep Sea Pokémon,3,0,600000,60,5120,70,1.7,50,27,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
368,Gorebyss,Sakurabyssサクラビス,water,,"['Swift Swim', 'Hydration']",55,84,105,114,75,52,485,South Sea Pokémon,3,0,600000,60,5120,70,1.8,50,22.6,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
369,Relicanth,Glanthジーランス,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",100,90,130,45,65,55,485,Longevity Pokémon,3,0,1250000,25,10240,70,1,88.1,23.4,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
370,Luvdisc,Lovecusラブカス,water,,"['Swift Swim', 'Hydration']",43,30,55,40,65,97,330,Rendezvous Pokémon,3,0,800000,225,5120,70,0.6,24.6,8.7,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
371,Bagon,Tatsubayタツベイ,dragon,,"['Rock Head', 'Sheer Force']",45,75,60,40,30,50,300,Rock Head Pokémon,3,0,1250000,45,10240,35,0.6,50,42.1,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
372,Shelgon,Komoruuコモルー,dragon,,"['Rock Head', 'Overcoat']",65,95,100,60,50,50,420,Endurance Pokémon,3,0,1250000,45,10240,35,1.1,50,110.5,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
373,Salamence,Bohmanderボーマンダ,dragon,flying,"['Intimidate', 'Moxie']",95,145,130,120,90,120,700,Dragon Pokémon,3,0,1250000,45,10240,35,1.5,50,102.6,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
374,Beldum,Dumbberダンバル,steel,psychic,"['Clear Body', 'Light Metal']",40,55,80,35,60,30,300,Iron Ball Pokémon,3,0,1250000,3,10240,35,0.6,,95.2,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
375,Metang,Metangメタング,steel,psychic,"['Clear Body', 'Light Metal']",60,75,100,55,80,50,420,Iron Claw Pokémon,3,0,1250000,3,10240,35,1.2,,202.5,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
376,Metagross,Metagrossメタグロス,steel,psychic,"['Clear Body', 'Light Metal']",80,145,150,105,110,110,700,Iron Leg Pokémon,3,0,1250000,3,10240,35,1.6,,550,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
377,Regirock,Regirockレジロック,rock,,"['Clear Body', 'Sturdy']",80,100,200,50,100,50,580,Rock Peak Pokémon,3,1,1250000,3,20480,35,1.7,,230,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
378,Regice,Regiceレジアイス,ice,,"['Clear Body', 'Ice Body']",80,50,100,100,200,50,580,Iceberg Pokémon,3,1,1250000,3,20480,35,1.8,,175,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
379,Registeel,Registeelレジスチル,steel,,"['Clear Body', 'Light Metal']",80,75,150,75,150,50,580,Iron Pokémon,3,1,1250000,3,20480,35,1.9,,205,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
380,Latias,Latiasラティアス,dragon,psychic,['Levitate'],80,100,120,140,150,110,700,Eon Pokémon,3,1,1250000,3,30720,90,1.4,0,40,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
381,Latios,Latiosラティオス,dragon,psychic,['Levitate'],80,130,100,160,120,110,700,Eon Pokémon,3,1,1250000,3,30720,90,2,100,60,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
382,Kyogre,Kyogreカイオーガ,water,,['Drizzle'],100,150,90,180,160,90,770,Sea Basin Pokémon,3,1,1250000,3,30720,0,4.5,,352,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
383,Groudon,Groudonグラードン,ground,,['Drought'],100,180,160,150,90,90,770,Continent Pokémon,3,1,1250000,3,30720,0,3.5,,950,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
384,Rayquaza,Rayquazaレックウザ,dragon,flying,['Air Lock'],105,180,100,180,100,115,780,Sky High Pokémon,3,1,1250000,45,30720,0,7,,206.5,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
385,Jirachi,Jirachiジラーチ,steel,psychic,['Serene Grace'],100,100,100,100,100,100,600,Wish Pokémon,3,1,1250000,3,30720,100,0.3,,1.1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
386,Deoxys,Deoxysデオキシス,psychic,,['Pressure'],50,95,90,95,90,180,600,DNA Pokémon,3,1,1250000,3,30720,0,1.7,,60.8,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
387,Turtwig,Naetleナエトル,grass,,"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,318,Tiny Leaf Pokémon,4,0,1059860,45,5120,70,0.4,88.1,10.2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
388,Grotle,Hayashigameハヤシガメ,grass,,"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,405,Grove Pokémon,4,0,1059860,45,5120,70,1.1,88.1,97,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
389,Torterra,Dodaitoseドダイトス,grass,ground,"['Overgrow', 'Shell Armor']",95,109,105,75,85,56,525,Continent Pokémon,4,0,1059860,45,5120,70,2.2,88.1,310,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
390,Chimchar,Hikozaruヒコザル,fire,,"['Blaze', 'Iron Fist']",44,58,44,58,44,61,309,Chimp Pokémon,4,0,1059860,45,5120,70,0.5,88.1,6.2,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
391,Monferno,Moukazaruモウカザル,fire,fighting,"['Blaze', 'Iron Fist']",64,78,52,78,52,81,405,Playful Pokémon,4,0,1059860,45,5120,70,0.9,88.1,22,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
392,Infernape,Goukazaruゴウカザル,fire,fighting,"['Blaze', 'Iron Fist']",76,104,71,104,71,108,534,Flame Pokémon,4,0,1059860,45,5120,70,1.2,88.1,55,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
393,Piplup,Pochamaポッチャマ,water,,"['Torrent', 'Defiant']",53,51,53,61,56,40,314,Penguin Pokémon,4,0,1059860,45,5120,70,0.4,88.1,5.2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
394,Prinplup,Pottaishiポッタイシ,water,,"['Torrent', 'Defiant']",64,66,68,81,76,50,405,Penguin Pokémon,4,0,1059860,45,5120,70,0.8,88.1,23,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
395,Empoleon,Emperteエンペルト,water,steel,"['Torrent', 'Defiant']",84,86,88,111,101,60,530,Emperor Pokémon,4,0,1059860,45,5120,70,1.7,88.1,84.5,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5
396,Starly,Mukkuruムックル,normal,flying,"['Keen Eye', 'Reckless']",40,55,30,30,30,60,245,Starling Pokémon,4,0,1059860,255,3840,70,0.3,50,2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
397,Staravia,Mukubirdムクバード,normal,flying,"['Intimidate', 'Reckless']",55,75,50,40,40,80,340,Starling Pokémon,4,0,1059860,120,3840,70,0.6,50,15.5,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
398,Staraptor,Mukuhawkムクホーク,normal,flying,"['Intimidate', 'Reckless']",85,120,70,50,60,100,485,Predator Pokémon,4,0,1059860,45,3840,70,1.2,50,24.9,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
399,Bidoof,Bippaビッパ,normal,,"['Simple', 'Unaware', 'Moody']",59,45,40,35,40,31,250,Plump Mouse Pokémon,4,0,1000000,255,3840,70,0.5,50,20,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
